links
https://askdruniverse.wsu.edu/2020/05/29/how-do-parachutes-work/
https://askdruniverse.wsu.edu/2019/11/15/5463/
https://askdruniverse.wsu.edu/2019/06/06/why-do-we-dance/
https://askdruniverse.wsu.edu/2019/04/25/why-do-we-get-dizzy/
https://askdruniverse.wsu.edu/2019/04/04/flowers-smell-nice/
https://askdruniverse.wsu.edu/2019/03/27/how-many-peas-would-fit-in-the-sun/
https://askdruniverse.wsu.edu/2019/01/11/why-do-we-have-a-belly-button/
https://askdruniverse.wsu.edu/2018/12/26/can-tell-bunnies/
https://askdruniverse.wsu.edu/2018/09/18/french-fries-good/
https://askdruniverse.wsu.edu/2018/09/12/3268/
